created_at,location,Capres,Tweet,Translation,Compound_Score,Sentiments
Fri Feb 09 23:53:02 +0000 2024,,prabowo,kasihan bohir capres bayar tempo mahal bulan hancurin jokowi hasil puas rakyat bohir marah skr ganti bayar konten asing fitnah prabowo beli pesawat udah telat boss mending nyerah banding bakar duit,"sorry Bohir, presidential candidate, paid expensive tempo, destroyed Jokowi, satisfied results, Bohir people are angry, now they have to pay for foreign content, slander Prabowo, it's too late to buy a plane, boss, it's better to give up the appeal and burn money",-0.3612,Negatif
Fri Feb 09 23:53:00 +0000 2024,,prabowo,rakyat coblos barengmas bwgbran prioritas adil masyarakat baik hidup masyarakat gibran kamukitabiruingbk sabtubiru pestarakyat,the people vote together with mas bwgbran priorities fair society good life society gibran kamukitabiruingbk saturday feast of the people,0.6369,Positif
Fri Feb 09 23:52:40 +0000 2024,,prabowo,kasihan bohir capres bayar tempo mahal bulan hancurin jokowi hasil puas rakyat bohir marah skr ganti bayar konten asing fitnah prabowo beli pesawat udah telat boss mending nyerah banding bakar duit,"sorry Bohir, presidential candidate, paid expensive tempo, destroyed Jokowi, satisfied results, Bohir people are angry, now they have to pay for foreign content, slander Prabowo, it's too late to buy a plane, boss, it's better to give up the appeal and burn money",-0.3612,Negatif
Fri Feb 09 23:52:35 +0000 2024,"china Town, London",prabowo,bapasss hakim akhirat ngomong njirrr ngeri bahhh bicara dosa pahala bener bibir tuhan giat mubazir,"father, judge of the afterlife, speaks horribly, talking about sin, the reward is true, God's lips are actively wasted",-0.34,Negatif
Fri Feb 09 23:52:32 +0000 2024,,prabowo,gaduh,rowdy,0.0,Netral
Fri Feb 09 23:52:23 +0000 2024,,prabowo,kemaren aja ama ponakan asiknya nonton ipin upin potong acara berita ngeliput ponakan nnya pilih prabowo ama ganjar kaget yaudah bom ngomong ginian,"Just yesterday, my niece and nephew were having fun watching Ipin Upin cutting news shows covering his nephew's choice for Prabowo and Gangar, I was shocked, I'm bomb, talking like that",-0.0516,Negatif
Fri Feb 09 23:52:08 +0000 2024,"Bekasi, Jawa Barat",prabowo,keluarga dukung prabowo anis,Family supports Prabowo Anis,0.3612,Positif
Fri Feb 09 23:52:08 +0000 2024,"Milton Keynes, England",prabowo,ah paloh anies kalah nyepongin prabowo,"Ah, Paloh, Anies lost to Prabowo",-0.3182,Negatif
Fri Feb 09 23:52:05 +0000 2024,bastaman wetan,prabowo,avvv keroyok dukung prabowo gibran kerja,AVVV gangs up to support Prabowo Gibran's work,0.4019,Positif
Fri Feb 09 23:52:04 +0000 2024,,prabowo,no free lunch bilang prabowo program makan siang gratis tentang pepatah,no free lunch said Prabowo's free lunch program was about a saying,0.1526,Positif
Fri Feb 09 23:52:00 +0000 2024,,prabowo,mantab barengmas bwgbran visi lahir generasi emas sumber daya pribadi unggul butuh gibran kamukitabiruingbk sabtubiru pestarakyat,great together with mas bwgbran vision of birth of golden generation superior personal resources need your gibrankitabiruingbk saturdayspartyrakyat,0.8625,Positif
Fri Feb 09 23:51:58 +0000 2024,,prabowo,tuhan sempat prabowo pimpin bangsa,God had time for Prabowo to lead the nation,0.2732,Positif
Fri Feb 09 23:51:51 +0000 2024,,prabowo,gak po po sing prabowo ben presiden sik engkok ature maneh cak peyan santai ae yo ojo blayer lek ngomong slow ae,"I don't know what Prabowo is like, the president is going to tell me to relax, bro, don't talk slowly",0.6597,Positif
Fri Feb 09 23:51:38 +0000 2024,,prabowo,gak klarifikasi hoax main gin,not clarifying the hoax of playing gin,0.3847,Positif
Fri Feb 09 23:51:37 +0000 2024,"Papua Barat, Indonesia",prabowo,ogahh pilih anak presiden jokowi songong anak haram konstitusi ganjarpranowo,"unwilling to vote for President Jokowi's son Songong, the illegitimate child of the Constitution, Ganjar Pranowo",0.0,Netral
Fri Feb 09 23:51:37 +0000 2024,,prabowo,tahun reputasi prabowo sangar galak khas tentara pilpres akan hilang prangai asli ganti gemoy lucu aja ngelihatnya bukti citra sosmed emang powerful,"This year, Prabowo's reputation for being fierce and fierce, typical of presidential election soldiers, will disappear. His original character will be replaced by a cute gem. Just look at it and prove that social media images are indeed powerful.",0.7351,Positif
Fri Feb 09 23:51:29 +0000 2024,korea utara,prabowo,prabowo ajarin nawarin waktu kampanye ambil aja pilih nurani,"Prabowo taught that when campaigning, just choose your conscience",0.0,Netral
Fri Feb 09 23:51:20 +0000 2024,"Tangerang, Indonesia",prabowo,klarifikasi om kayak jokowi bilang pki dll khan beliau klarifikasi kasih liat akta lahir prabowo klarifikasi sewa buzzer,"Uncle's clarification, like Jokowi said PKI, etc. Didn't he clarify, let me see Prabowo's birth certificate, clarification, rent a buzzer",0.3612,Positif
Fri Feb 09 23:51:19 +0000 2024,,prabowo,kabar baru prabowo terima fee beli pesawat bekas mirage qatar juta capres bangga bangga langit,The new news is that Prabowo received a fee to buy a used Qatar Mirage plane. Millions of presidential candidates are proud of the sky,0.4767,Positif
Fri Feb 09 23:51:19 +0000 2024,,prabowo,jis aja doang elah,"Just go for it, never mind",0.0,Netral
Fri Feb 09 23:49:17 +0000 2024,,prabowo,rubah konstitusi etik tabrak atur kpu dmi lolos paslon pakai bansos kampanye shame on you,"Change the constitution on crash ethics, regulate KPU DMI to pass candidate pairs using social assistance for the shame on you campaign",-0.7003,Negatif
Fri Feb 09 23:49:15 +0000 2024,Jakarta,prabowo,bpk sepuh abdi bpk catat harta cari skrg bpk dukung gak bener angkat sbg cawapres bpk tumpuk dosa tua,"Sir, old man, servant, sir, take note of his assets, look for it now, sir, don't support him properly, appoint him as vice presidential candidate, sir, pile up old sins",-0.5511,Negatif
Fri Feb 09 23:49:13 +0000 2024,,prabowo,pagi pagi jadi ribet mamah mamah jakarta mamah oh yaudah bareng aja ayo mamah jis gbk mamah ngapain prabowo biarin aja dewa mamah ohh dapet duit mamah ryo rawan menang diem,in the morning it's so complicated mamah mamah Jakarta mamah oh okay let's just be together let's mamah jis don't mamah what are you doing Prabowo just leave it alone god mamah ohh get money mamah Ryo is prone to winning shut up,0.6369,Positif
Fri Feb 09 23:49:11 +0000 2024,"Jakarta, Indonesia",prabowo,polisi terjun personel kawal kampanye akbar prabowo anies jakarta,Police personnel are involved in guarding Prabowo Anies' grand campaign in Jakarta,0.4588,Positif
Fri Feb 09 23:49:00 +0000 2024,,prabowo,emang keren barengmas bwgbran visi bangun generasi emas modal demografi pribadi hebat semangat tinggi gibran kamukitabiruingbk sabtubiru pestarakyat,"It's really cool with Mas Gibran, the vision of building a golden generation, capital, great personal demographics, high enthusiasm, Gibran, Kamukitabiruingbk, Saturday, Partairakyat",0.8908,Positif
Fri Feb 09 23:48:55 +0000 2024,"DKI Jakarta, Indonesia",prabowo,udah ngerasain anies skrg knp setel model kampanye rakyat prabowo pegang mandat ubah ngumpulin duit,"I feel like I'm feeling Anies now, why adjust the people's campaign model, Prabowo holds the mandate to change to raise money",0.4588,Positif
Fri Feb 09 23:48:53 +0000 2024,,prabowo,udah bilngani budiman syarat dukung bowo hrs bodoh tolol,"I've told Budiman the conditions for supporting Bowo, you have to be stupid, stupid",-0.5994,Negatif
Fri Feb 09 23:48:51 +0000 2024,,prabowo,pan lempar perlemen kondisi koalisi hilang suara tambah projo tekan max hilang suara pilpres koalisi,pan throws parliament condition coalition loses votes add projo press max loses votes in coalition presidential election,-0.5574,Negatif
Fri Feb 09 23:48:51 +0000 2024, Bandung - Jakarta,prabowo,dukung prabowo emg logis banding nyambung,"support Prabowo, it's logical to connect",0.4019,Positif
Fri Feb 09 23:48:49 +0000 2024,EXO Planet,prabowo,pilpres pilih prabowo grgr bokap and dont like pdip sandiaga uno pilih bodoh maybe but really dont like pdip tahun buka prabowo gin bgt yaa amin menang kunfayakun allahu akbar,"in the presidential election, vote for Prabowo, grgr, boss and don't like Pdip, Sandiaga Uno, vote stupid, maybe but really don't like Pdip, Prabowo's opening year is really great, amen, he wins, kunfayakun allahu akbar",0.8075,Positif
Fri Feb 09 23:48:48 +0000 2024,,prabowo,tampil jalur langgar etika melanjutka,There appears to be a continuing ethical violation,0.0258,Positif
Fri Feb 09 23:48:45 +0000 2024,,prabowo,alhasil smua tau gak mungkirin anak kuliah anak smua awam alhasil tau kritis mkir prabowo berkat buku bu leila smua melek sejarah betapa kejam smua bungkam cmn kritis,"As a result, everyone knows that it's impossible for college students, all of them are lay people, as a result, they know how to be critical about Prabowo's thinking thanks to Mrs. Leila's book, everyone is aware of history, how cruel everyone is to keep quiet, but are critical",-0.6187,Negatif
Fri Feb 09 23:48:36 +0000 2024,,prabowo,bilang sederhana prabowo tad,Prabowo said simply,0.0,Netral
Fri Feb 09 23:48:30 +0000 2024,Jkt.topbronxs@gmail.com,prabowo,dukung cerdas sayang cerdas level olah hasil prabowo,"support intelligent, dear intelligent, level of processing Prabowo's results",0.8834,Positif
Fri Feb 09 23:47:39 +0000 2024,,prabowo,didik tunggang manusia hawa nafsu serakah gak baca berita guru sandung,Educate human beings with greedy desires and don't read the news of the Stumbling Teacher,-0.3182,Negatif
Fri Feb 09 23:47:38 +0000 2024,,prabowo,masak prabowo babon santoso,Cooking Prabowo Babon Santoso,0.0,Netral
Fri Feb 09 23:47:38 +0000 2024,"Banten, Indonesia",prabowo,juru bicara bawa anies jadi sangka prabowo kolega sandung,The spokesperson said that Anies thought that Prabowo's colleague was cheating,-0.5574,Negatif
Fri Feb 09 23:47:35 +0000 2024,,prabowo,klau agama ajar baik bodoh bohong depan pimpin,"If religion teaches good, stupid lies in front of leaders",-0.5106,Negatif
Fri Feb 09 23:47:34 +0000 2024,,prabowo,demokrat pilpres hilang suara parlemen hilang suara konsolidasi internal kuat demokrat lempar parlemen pan pilpres hilang suara parlemen,"democrats in presidential election lose parliamentary votes, lose votes, strong internal consolidation, democrats throw parliament, pan presidential election, lose parliamentary votes",-0.5859,Negatif
Fri Feb 09 23:47:30 +0000 2024,,prabowo,teriak prabowo acungin jari seengganya penasaran capres tsb dateng laku bego pas kampanye venuenya kosong rakyat udah badan peduli elu,"Prabowo shouted, raising his finger, at least curious that the presidential candidate would come and act stupidly when the campaign venue was empty, the people already care about you.",0.1779,Positif
Fri Feb 09 23:47:29 +0000 2024,"Bogor,Jabar",prabowo,tandatangan pecat jendral culik apkh sby dukung prabowo capres masak iya jilatri,"signature on the sacking of the kidnapped general, does SBY support Prabowo as a presidential candidate? Yes, Jilatri",0.6597,Positif
Fri Feb 09 23:47:28 +0000 2024,"Kota Pekalongan, Jawa Tengah",prabowo,hina jurnalis prabowo subianto sosok anti kritik bijak selektif cari pimpin fomo makan gimmick yakinpilihganjar ganjarpranowo ganjarmahfud,insulting journalist Prabowo Subianto anti-criticism figure wise selective search for leadership fomo eating gimmicks sure chooseganjar Ganjarpranowo Gangarmahfud,0.296,Positif
Fri Feb 09 23:47:20 +0000 2024,"Klakah, Indonesia",prabowo,ayo serama,"come on, let's have fun",0.5106,Positif
Fri Feb 09 23:47:17 +0000 2024,,prabowo,ketawa mang erik ah,laugh mang erik ah,0.5574,Positif
Fri Feb 09 23:47:13 +0000 2024,"Indramayu, Indonesia",prabowo,dp nilai terima prabowo ngeri harga pesawat sukses fee jelas lidi duga spy info liar nilai fantastis main main,"Prabowo's dp acceptance value is horrified. The price of the successful plane, the fee is clear, the spy suspects wild information, the value is fantastic, playing games",0.9136,Positif
Fri Feb 09 23:47:04 +0000 2024,"Pulo Gadung, Indonesia",prabowo,rekayasa lintas kampanye akbar prabowo gibran gbk masyarakat hindar ruas jalan,Prabowo Gibran's cross-campaign engineering gbk people avoid roads,-0.296,Negatif
Sat Feb 10 23:59:03 +0000 2024,hehehehe,prabowo,renung tahun bijak peristiwa era jokowi caplok tanah adat investor peristiwa hutang ugal ugalan kriminalisasi ulama aktivis dll bela prabowo sinting,"reflection on wise years, events in the Jokowi era, annexation of customary land, investors, reckless debt events, criminalization of activist ulama, etc. Defend Prabowo as crazy",-0.5423,Negatif
Sat Feb 10 23:58:59 +0000 2024,Bandung,prabowo,moga semesta dukung prabowo gibran menang putar,May the universe support Prabowo Gibran to win,0.7579,Positif
Sat Feb 10 23:58:59 +0000 2024,"Jakarta Selatan, DKI Jakarta",prabowo,sedih tlg hibur mau ketemu,sad please cheer me up to meet you,0.3612,Positif
Sat Feb 10 23:58:57 +0000 2024,,prabowo,kandidat kalah spreti kakek butuh makan siang gratis butuh bijak pimpin bijak jangkau harga butuh rumah tangga makan jajan anak wajib suami ayah,candidate loses spreti grandpa needs free lunch needs wise to lead wisely reach price needs household to eat snacks children obligatory husband father,0.7906,Positif
Sat Feb 10 23:58:57 +0000 2024,"Tegal, Jawa Tengah",prabowo,politik identitas kerah massa prabowo gerak maaruf amin eksekusi jokowi anies ciprat fitnah aja,"Prabowo's mass collar identity politics, Ma'ruf Amen's movement, Jokowi Anies' execution is just a splash of slander",0.0,Netral
Sat Feb 10 23:58:38 +0000 2024,,prabowo,dosa culik hilang silah pilih masaih waktu hr,"the sin of abduction is gone, please choose Masaih time hr",-0.7269,Negatif
Sat Feb 10 23:58:29 +0000 2024,,prabowo,prabowo tulus kak gusdur,"Prabowo is sincere, Sis Gusdur",0.4019,Positif
Sat Feb 10 23:58:22 +0000 2024,Jakarta - Indonesia,prabowo,partai pasti partai pemiu aspirasi salur gerindra prabowo,Gerindra Prabowo's aspirational election parties,0.4019,Positif
Sat Feb 10 23:58:19 +0000 2024,INDONESIA,prabowo,capek banget om ngasih tau prihal udah bukti bukti surat kabar ngomong rekam video prabowo nembak didik tua kritis suka cerita privilege sadar,"Uncle, I'm really tired of telling you about the fact that there's already evidence, newspapers talking about video recordings of Prabowo shooting old students, critical likes to tell stories about privilege, you're aware",-0.0498,Negatif
Sat Feb 10 23:58:11 +0000 2024,"Yogyakarta, Indonesia",prabowo,hapus malu maluin,erase embarrassment,-0.4404,Negatif
Sat Feb 10 23:58:10 +0000 2024,,prabowo,serang lupa guna tahan,attack forget to hold,-0.6124,Negatif
Sat Feb 10 23:58:07 +0000 2024,"Jember, Jawa Timur",prabowo,biar gambar bicara lawan psywar survey belah,Let the pictures speak versus the psywar survey divide,0.0,Netral
Sat Feb 10 23:58:04 +0000 2024,,prabowo,lapor jenderal demak jawa tengah bencana banjir saudara lokasi butuh bantu tim gerak maaf jenderal,"report to the general, Demak, Central Java, flood disaster, brother, location needs help from the movement team, sorry general",-0.4019,Negatif
Sat Feb 10 23:57:38 +0000 2024,"jakarta,indonesia",prabowo,kaya dekrasi tau hah,"like a decoration, you know",0.3612,Positif
Sat Feb 10 23:57:37 +0000 2024,Jakarta,prabowo,waktu zaman sekretaris presiden suka kesan misterius tulus mbieee moga fitnah tindak finah prabowo pesawat mirage bawa jalur hukum biar kapok mbieee,"At that time, the President's secretary liked the impression of being mysterious, sincere, mbieee, hopefully the slander will be an act of slander, Prabowo's Mirage plane will take legal action so that he will give up, mbieee",0.8625,Positif
Sat Feb 10 23:57:35 +0000 2024,massachusetts ,prabowo,prabowo kalah allah aamiin,"Prabowo lost, God amen",-0.0516,Negatif
Sat Feb 10 23:57:32 +0000 2024,Indonesia,prabowo,prabowo amin ujung amin,Prabowo amen tip amen,0.0,Netral
Sat Feb 10 23:57:26 +0000 2024,,prabowo,tanya sederhana hilir sana eru nikel henti tambah nikmat rakyat mana tambang bos riau salah salah hasil minyak bumi besar tahun brp miskin,"simple question, downstream there, Eru nickel stops adding to the people's favor, where is the Riau boss's mine, wrong, wrong, big oil yield, what year is poor?",-0.802,Negatif
Sat Feb 10 23:57:22 +0000 2024,,prabowo,cc sebar hoax,cc sebar hoax,-0.2732,Negatif
Sat Feb 10 23:57:21 +0000 2024,Bogor,prabowo,nnaaah mampir kesini lupa like subscribe satu otw skinnyindonesia prabowo ganjar anies,nnaaah stop by here forget to like subscribe one otw skinnyindonesia prabowo rewards anies,0.3612,Positif
